Looking for shortest distance between Arbre and AlphaCentauri...
  Travel complete, distance: 316 shortest: Infinity longest: -Infinity
Found all possible paths, shortest: 159, minimum: 154, longest: 700, maximum: 688
Looking for shortest distance between Arbre and Straylight...
  Travel complete, distance: 364 shortest: Infinity longest: -Infinity
  Travel complete, distance: 457 shortest: 364 longest: 364
  Travel complete, distance: 299 shortest: 364 longest: 457
  Travel complete, distance: 439 shortest: 299 longest: 457
  Travel complete, distance: 434 shortest: 299 longest: 457
  Travel complete, distance: 481 shortest: 299 longest: 457
  Travel complete, distance: 404 shortest: 299 longest: 481
  Travel complete, distance: 539 shortest: 299 longest: 481
  Travel complete, distance: 381 shortest: 299 longest: 539
  Travel complete, distance: 422 shortest: 299 longest: 539
  Travel complete, distance: 474 shortest: 299 longest: 539
  Travel complete, distance: 380 shortest: 299 longest: 539
  Travel complete, distance: 344 shortest: 299 longest: 539
  Travel complete, distance: 461 shortest: 299 longest: 539
  Travel complete, distance: 386 shortest: 299 longest: 539
  Travel complete, distance: 362 shortest: 299 longest: 539
  Travel complete, distance: 526 shortest: 299 longest: 539
  Travel complete, distance: 385 shortest: 299 longest: 539
  Travel complete, distance: 416 shortest: 299 longest: 539
  Travel complete, distance: 398 shortest: 299 longest: 539
  Travel complete, distance: 374 shortest: 299 longest: 539
  Travel complete, distance: 257 shortest: 299 longest: 539
  Travel complete, distance: 421 shortest: 257 longest: 539
  Travel complete, distance: 322 shortest: 257 longest: 539
  Travel complete, distance: 445 shortest: 257 longest: 539
  Travel complete, distance: 538 shortest: 257 longest: 539
  Travel complete, distance: 385 shortest: 257 longest: 539
  Travel complete, distance: 525 shortest: 257 longest: 539
  Travel complete, distance: 415 shortest: 257 longest: 539
  Travel complete, distance: 462 shortest: 257 longest: 539
  Travel complete, distance: 490 shortest: 257 longest: 539
  Travel complete, distance: 520 shortest: 257 longest: 539
  Travel complete, distance: 367 shortest: 257 longest: 539
  Travel complete, distance: 317 shortest: 257 longest: 539
  Travel complete, distance: 460 shortest: 257 longest: 539
  Travel complete, distance: 380 shortest: 257 longest: 539
  Travel complete, distance: 425 shortest: 257 longest: 539
  Travel complete, distance: 442 shortest: 257 longest: 539
  Travel complete, distance: 362 shortest: 257 longest: 539
  Travel complete, distance: 252 shortest: 257 longest: 539
  Travel complete, distance: 502 shortest: 252 longest: 539
  Travel complete, distance: 375 shortest: 252 longest: 539
  Travel complete, distance: 497 shortest: 252 longest: 539
  Travel complete, distance: 484 shortest: 252 longest: 539
  Travel complete, distance: 560 shortest: 252 longest: 539
  Travel complete, distance: 357 shortest: 252 longest: 560
  Travel complete, distance: 607 shortest: 252 longest: 560
  Travel complete, distance: 417 shortest: 252 longest: 607
  Travel complete, distance: 413 shortest: 252 longest: 607
  Travel complete, distance: 548 shortest: 252 longest: 607
  Travel complete, distance: 435 shortest: 252 longest: 607
  Travel complete, distance: 476 shortest: 252 longest: 607
  Travel complete, distance: 465 shortest: 252 longest: 607
  Travel complete, distance: 371 shortest: 252 longest: 607
  Travel complete, distance: 418 shortest: 252 longest: 607
  Travel complete, distance: 448 shortest: 252 longest: 607
  Travel complete, distance: 335 shortest: 252 longest: 607
  Travel complete, distance: 285 shortest: 252 longest: 607
  Travel complete, distance: 470 shortest: 252 longest: 607
  Travel complete, distance: 390 shortest: 252 longest: 607
  Travel complete, distance: 395 shortest: 252 longest: 607
  Travel complete, distance: 353 shortest: 252 longest: 607
  Travel complete, distance: 290 shortest: 252 longest: 607
  Travel complete, distance: 262 shortest: 252 longest: 607
  Travel complete, distance: 331 shortest: 252 longest: 607
  Travel complete, distance: 345 shortest: 252 longest: 607
  Travel complete, distance: 383 shortest: 252 longest: 607
  Travel complete, distance: 311 shortest: 252 longest: 607
  Travel complete, distance: 488 shortest: 252 longest: 607
  Travel complete, distance: 325 shortest: 252 longest: 607
  Travel complete, distance: 394 shortest: 252 longest: 607
  Travel complete, distance: 303 shortest: 252 longest: 607
  Travel complete, distance: 456 shortest: 252 longest: 607
  Travel complete, distance: 573 shortest: 252 longest: 607
  Travel complete, distance: 538 shortest: 252 longest: 607
  Travel complete, distance: 514 shortest: 252 longest: 607
  Travel complete, distance: 555 shortest: 252 longest: 607
  Travel complete, distance: 414 shortest: 252 longest: 607
  Travel complete, distance: 451 shortest: 252 longest: 607
  Travel complete, distance: 468 shortest: 252 longest: 607
  Travel complete, distance: 433 shortest: 252 longest: 607
  Travel complete, distance: 323 shortest: 252 longest: 607
  Travel complete, distance: 550 shortest: 252 longest: 607
  Travel complete, distance: 423 shortest: 252 longest: 607
  Travel complete, distance: 493 shortest: 252 longest: 607
  Travel complete, distance: 451 shortest: 252 longest: 607
  Travel complete, distance: 393 shortest: 252 longest: 607
  Travel complete, distance: 365 shortest: 252 longest: 607
  Travel complete, distance: 369 shortest: 252 longest: 607
  Travel complete, distance: 383 shortest: 252 longest: 607
  Travel complete, distance: 533 shortest: 252 longest: 607
  Travel complete, distance: 474 shortest: 252 longest: 607
  Travel complete, distance: 633 shortest: 252 longest: 607
  Travel complete, distance: 488 shortest: 252 longest: 633
  Travel complete, distance: 492 shortest: 252 longest: 633
  Travel complete, distance: 406 shortest: 252 longest: 633
  Travel complete, distance: 372 shortest: 252 longest: 633
  Travel complete, distance: 354 shortest: 252 longest: 633
  Travel complete, distance: 412 shortest: 252 longest: 633
  Travel complete, distance: 295 shortest: 252 longest: 633
  Travel complete, distance: 399 shortest: 252 longest: 633
  Travel complete, distance: 300 shortest: 252 longest: 633
  Travel complete, distance: 472 shortest: 252 longest: 633
  Travel complete, distance: 459 shortest: 252 longest: 633
  Travel complete, distance: 517 shortest: 252 longest: 633
  Travel complete, distance: 314 shortest: 252 longest: 633
  Travel complete, distance: 499 shortest: 252 longest: 633
  Travel complete, distance: 309 shortest: 252 longest: 633
  Travel complete, distance: 430 shortest: 252 longest: 633
  Travel complete, distance: 358 shortest: 252 longest: 633
  Travel complete, distance: 435 shortest: 252 longest: 633
  Travel complete, distance: 272 shortest: 252 longest: 633
  Travel complete, distance: 318 shortest: 252 longest: 633
  Travel complete, distance: 227 shortest: 252 longest: 633
  Travel complete, distance: 482 shortest: 227 longest: 633
  Travel complete, distance: 423 shortest: 227 longest: 633
  Travel complete, distance: 477 shortest: 227 longest: 633
  Travel complete, distance: 332 shortest: 227 longest: 633
  Travel complete, distance: 378 shortest: 227 longest: 633
  Travel complete, distance: 292 shortest: 227 longest: 633
  Travel complete, distance: 328 shortest: 227 longest: 633
  Travel complete, distance: 421 shortest: 227 longest: 633
  Travel complete, distance: 263 shortest: 227 longest: 633
  Travel complete, distance: 403 shortest: 227 longest: 633
  Travel complete, distance: 398 shortest: 227 longest: 633
  Travel complete, distance: 445 shortest: 227 longest: 633
  Travel complete, distance: 296 shortest: 227 longest: 633
  Travel complete, distance: 431 shortest: 227 longest: 633
  Travel complete, distance: 273 shortest: 227 longest: 633
  Travel complete, distance: 314 shortest: 227 longest: 633
  Travel complete, distance: 366 shortest: 227 longest: 633
  Travel complete, distance: 272 shortest: 227 longest: 633
  Travel complete, distance: 334 shortest: 227 longest: 633
  Travel complete, distance: 451 shortest: 227 longest: 633
  Travel complete, distance: 376 shortest: 227 longest: 633
  Travel complete, distance: 352 shortest: 227 longest: 633
  Travel complete, distance: 516 shortest: 227 longest: 633
  Travel complete, distance: 375 shortest: 227 longest: 633
  Travel complete, distance: 355 shortest: 227 longest: 633
  Travel complete, distance: 337 shortest: 227 longest: 633
  Travel complete, distance: 313 shortest: 227 longest: 633
  Travel complete, distance: 196 shortest: 227 longest: 633
  Travel complete, distance: 360 shortest: 196 longest: 633
  Travel complete, distance: 261 shortest: 196 longest: 633
  Travel complete, distance: 337 shortest: 196 longest: 633
  Travel complete, distance: 430 shortest: 196 longest: 633
  Travel complete, distance: 375 shortest: 196 longest: 633
  Travel complete, distance: 515 shortest: 196 longest: 633
  Travel complete, distance: 354 shortest: 196 longest: 633
  Travel complete, distance: 401 shortest: 196 longest: 633
  Travel complete, distance: 408 shortest: 196 longest: 633
  Travel complete, distance: 387 shortest: 196 longest: 633
  Travel complete, distance: 332 shortest: 196 longest: 633
  Travel complete, distance: 280 shortest: 196 longest: 633
  Travel complete, distance: 425 shortest: 196 longest: 633
  Travel complete, distance: 394 shortest: 196 longest: 633
  Travel complete, distance: 343 shortest: 196 longest: 633
  Travel complete, distance: 407 shortest: 196 longest: 633
  Travel complete, distance: 229 shortest: 196 longest: 633
  Travel complete, distance: 215 shortest: 196 longest: 633
  Travel complete, distance: 369 shortest: 196 longest: 633
  Travel complete, distance: 291 shortest: 196 longest: 633
  Travel complete, distance: 364 shortest: 196 longest: 633
  Travel complete, distance: 449 shortest: 196 longest: 633
  Travel complete, distance: 478 shortest: 196 longest: 633
  Travel complete, distance: 371 shortest: 196 longest: 633
  Travel complete, distance: 525 shortest: 196 longest: 633
  Travel complete, distance: 333 shortest: 196 longest: 633
  Travel complete, distance: 377 shortest: 196 longest: 633
  Travel complete, distance: 512 shortest: 196 longest: 633
  Travel complete, distance: 425 shortest: 196 longest: 633
  Travel complete, distance: 466 shortest: 196 longest: 633
  Travel complete, distance: 404 shortest: 196 longest: 633
  Travel complete, distance: 310 shortest: 196 longest: 633
  Travel complete, distance: 480 shortest: 196 longest: 633
  Travel complete, distance: 459 shortest: 196 longest: 633
  Travel complete, distance: 372 shortest: 196 longest: 633
  Travel complete, distance: 320 shortest: 196 longest: 633
  Travel complete, distance: 507 shortest: 196 longest: 633
  Travel complete, distance: 476 shortest: 196 longest: 633
  Travel complete, distance: 457 shortest: 196 longest: 633
  Travel complete, distance: 390 shortest: 196 longest: 633
  Travel complete, distance: 301 shortest: 196 longest: 633
  Travel complete, distance: 297 shortest: 196 longest: 633
  Travel complete, distance: 342 shortest: 196 longest: 633
  Travel complete, distance: 405 shortest: 196 longest: 633
  Travel complete, distance: 394 shortest: 196 longest: 633
  Travel complete, distance: 348 shortest: 196 longest: 633
  Travel complete, distance: 550 shortest: 196 longest: 633
  Travel complete, distance: 411 shortest: 196 longest: 633
  Travel complete, distance: 456 shortest: 196 longest: 633
  Travel complete, distance: 363 shortest: 196 longest: 633
  Travel complete, distance: 420 shortest: 196 longest: 633
  Travel complete, distance: 537 shortest: 196 longest: 633
  Travel complete, distance: 430 shortest: 196 longest: 633
  Travel complete, distance: 406 shortest: 196 longest: 633
  Travel complete, distance: 494 shortest: 196 longest: 633
  Travel complete, distance: 353 shortest: 196 longest: 633
  Travel complete, distance: 317 shortest: 196 longest: 633
  Travel complete, distance: 381 shortest: 196 longest: 633
  Travel complete, distance: 274 shortest: 196 longest: 633
  Travel complete, distance: 260 shortest: 196 longest: 633
  Travel complete, distance: 391 shortest: 196 longest: 633
  Travel complete, distance: 313 shortest: 196 longest: 633
  Travel complete, distance: 359 shortest: 196 longest: 633
  Travel complete, distance: 292 shortest: 196 longest: 633
  Travel complete, distance: 306 shortest: 196 longest: 633
  Travel complete, distance: 302 shortest: 196 longest: 633
  Travel complete, distance: 282 shortest: 196 longest: 633
  Travel complete, distance: 345 shortest: 196 longest: 633
  Travel complete, distance: 446 shortest: 196 longest: 633
  Travel complete, distance: 315 shortest: 196 longest: 633
